step,n_eps,mean_R,p_cert,q10,q50,q90
31,60,0.2074528473727334,0.9,0.11400420021972059,0.24632626147808115,0.24632626147808115
32,60,0.203365314891097,0.9166666666666666,0.09434408418372982,0.24632626147808115,0.24632626147808115
33,60,0.20126492488259748,0.9333333333333333,0.09754958137707422,0.24632626147808115,0.24632626147808115
34,60,0.19391041748145826,0.85,0.04378842515367383,0.23576505705951548,0.24632626147808115
35,60,0.18375440233439727,0.8833333333333333,0.060142810364850474,0.22553011450370325,0.24632626147808115
36,60,0.1889430169946512,0.9,0.09746575651463463,0.22020008387559392,0.24632626147808115
37,60,0.17600263494101173,0.8166666666666667,0.019937320541830388,0.22842918445157015,0.24632626147808115
38,59,0.1890010650311671,0.8813559322033898,0.053953285338889684,0.24632626147808115,0.24632626147808115
39,59,0.18014386380008526,0.864406779661017,0.04713914571497085,0.22263104455583638,0.24632626147808115
40,59,0.20179575186991694,0.9152542372881356,0.08438136926818265,0.24632626147808115,0.24632626147808115
41,59,0.18227021873328644,0.8135593220338984,0.03638466821970335,0.24632626147808115,0.24632626147808115
42,59,0.1931346830917406,0.847457627118644,0.06832082847492256,0.24632626147808115,0.24632626147808115
43,59,0.19406824752922736,0.8813559322033898,0.06160922399155387,0.23576505705951548,0.24632626147808115
44,59,0.193591722502661,0.8983050847457628,0.09331585975681016,0.24632626147808115,0.24632626147808115
45,59,0.1962206227388532,0.9322033898305084,0.08527467832907712,0.23576505705951548,0.24632626147808115
46,58,0.1868764396694695,0.8620689655172413,0.047303115914186684,0.23576505705951548,0.24632626147808115
47,58,0.17737326255414892,0.8103448275862069,0.020577280695444098,0.23576505705951548,0.24632626147808115
48,58,0.1711639638399311,0.8103448275862069,0.014454966151277874,0.21354839196335906,0.24632626147808115
49,58,0.1837133304438487,0.8448275862068966,0.03975591501198887,0.23576505705951548,0.24632626147808115
50,58,0.2000369684468912,0.9137931034482759,0.08340702862261747,0.23576505705951548,0.24632626147808115
51,58,0.20254820408492497,0.9482758620689655,0.11165944021799773,0.24632626147808115,0.24632626147808115
52,58,0.20066006572949868,0.9310344827586207,0.08829642894059192,0.24632626147808115,0.24632626147808115
53,58,0.18940271835637792,0.8793103448275862,0.05229845998190119,0.24632626147808115,0.24632626147808115
54,58,0.20040843536363348,0.896551724137931,0.075194104987682,0.24632626147808115,0.24632626147808115
55,58,0.1972696505815004,0.896551724137931,0.07732040882703925,0.24632626147808115,0.24632626147808115
56,58,0.2011267102967567,0.8448275862068966,0.06555909126511635,0.24632626147808115,0.24632626147808115
57,58,0.19150663673500745,0.9137931034482759,0.08155267071480322,0.22553011450370325,0.24632626147808115
58,58,0.19086370379974754,0.8620689655172413,0.05363422588220754,0.23576505705951548,0.24632626147808115
59,58,0.18763999049717334,0.896551724137931,0.06485003823753292,0.21354839196335906,0.24632626147808115
60,58,0.18719459871891247,0.8448275862068966,0.06023763435775362,0.23576505705951548,0.24632626147808115
61,58,0.17540632448108362,0.8275862068965517,0.027270011229243784,0.22842918445157015,0.24632626147808115
62,58,0.17927998976838427,0.8448275862068966,0.02956544545874454,0.23576505705951548,0.24632626147808115
63,58,0.18873557508621372,0.9137931034482759,0.08036821310853413,0.22020008387559392,0.24632626147808115
64,58,0.18413983182190946,0.8620689655172413,0.05938274929398237,0.22676709012743348,0.24632626147808115
65,57,0.18864643349490115,0.8421052631578947,0.07132262220608034,0.23576505705951548,0.24632626147808115
66,57,0.1805767175421354,0.8245614035087719,0.042135519939843935,0.24632626147808115,0.24632626147808115
67,57,0.19744117172842648,0.8596491228070176,0.06084345794496752,0.24632626147808115,0.24632626147808115
68,57,0.18250941349817476,0.8596491228070176,0.05620045461514591,0.2177691231953515,0.24632626147808115
69,57,0.17308022851561022,0.8070175438596491,0.007589985791659583,0.21354839196335906,0.24632626147808115
70,57,0.1787941856598558,0.8947368421052632,0.07095153218871415,0.20641322179090626,0.24632626147808115
71,57,0.1899031349496879,0.9122807017543859,0.08829684940261096,0.23576505705951548,0.24632626147808115
72,57,0.1868711317622251,0.8771929824561403,0.07332343373899514,0.22263104455583638,0.24632626147808115
73,57,0.1783204894019697,0.8070175438596491,0.037645444207934385,0.2177691231953515,0.24632626147808115
74,57,0.18478835797925672,0.8596491228070176,0.06562462806789664,0.2177691231953515,0.24632626147808115
75,57,0.19393892896977546,0.9122807017543859,0.12385247874793141,0.20979904750296355,0.24632626147808115
76,57,0.18780514533476075,0.8771929824561403,0.06122291507945236,0.22842918445157015,0.24632626147808115
77,57,0.18936440386388417,0.8947368421052632,0.0765124422522855,0.22263104455583638,0.24632626147808115
78,57,0.19343412891891174,0.8947368421052632,0.06511730599480497,0.24632626147808115,0.24632626147808115
79,57,0.1912178334479608,0.8596491228070176,0.047819011661018256,0.24632626147808115,0.24632626147808115
80,57,0.19779868684191132,0.9298245614035088,0.11050499321168297,0.23576505705951548,0.24632626147808115
81,57,0.1775828688988203,0.8070175438596491,0.052647315934157966,0.2177691231953515,0.24632626147808115
82,57,0.18807411305848623,0.8947368421052632,0.07703998617740147,0.22842918445157015,0.24632626147808115
83,57,0.19126536746634318,0.8245614035087719,0.04109380967933715,0.24632626147808115,0.24632626147808115
84,57,0.19964853609425334,0.9122807017543859,0.08819572582908082,0.23576505705951548,0.24632626147808115
85,57,0.18856791509393744,0.8596491228070176,0.04607742622932277,0.24632626147808115,0.24632626147808115
86,57,0.18885261434060313,0.7894736842105263,0.033927267131999894,0.24632626147808115,0.24632626147808115
87,57,0.19408617676937015,0.9122807017543859,0.07644882226234452,0.24632626147808115,0.24632626147808115
88,57,0.19012738973997767,0.8421052631578947,0.03954240859189315,0.23576505705951548,0.24632626147808115
89,57,0.19402959262182845,0.9298245614035088,0.09941000576633764,0.22263104455583638,0.24632626147808115
90,57,0.19161960567095604,0.8947368421052632,0.07188589241020774,0.23576505705951548,0.24632626147808115
91,57,0.19481785698793855,0.8947368421052632,0.07793204963096186,0.24632626147808115,0.24632626147808115
92,57,0.2006098693647997,0.9298245614035088,0.10142402743610332,0.24632626147808115,0.24632626147808115
93,57,0.190222991838347,0.8596491228070176,0.06065115940308728,0.23576505705951548,0.24632626147808115
94,57,0.17827185431467327,0.8245614035087719,0.03392483093952902,0.22263104455583638,0.24632626147808115
95,57,0.19004049479342353,0.8421052631578947,0.0526310884516642,0.23576505705951548,0.24632626147808115
96,57,0.18024822549975117,0.8596491228070176,0.057161975646291587,0.22263104455583638,0.24632626147808115
97,57,0.19709488711646275,0.9122807017543859,0.09343040626840206,0.23576505705951548,0.24632626147808115
98,57,0.1923437854958254,0.8771929824561403,0.0682699804758358,0.23576505705951548,0.24632626147808115
99,57,0.18823041617034444,0.8771929824561403,0.05779807879599937,0.2177691231953515,0.24632626147808115
100,57,0.18334113905623792,0.8771929824561403,0.05856962014149527,0.23576505705951548,0.24632626147808115
101,57,0.17748512980109704,0.8596491228070176,0.0685184820742864,0.22263104455583638,0.24632626147808115
102,57,0.18192742788672792,0.8596491228070176,0.058000056367432835,0.22263104455583638,0.24632626147808115
103,56,0.17503566125794684,0.8035714285714286,0.025056418526996346,0.23576505705951548,0.24632626147808115
104,56,0.1873781278386771,0.8571428571428571,0.050899818249743295,0.2291980508076759,0.24632626147808115
105,56,0.18267068783896936,0.8392857142857143,0.026915354088254087,0.2320971207555428,0.24632626147808115
106,56,0.1867285457379375,0.8571428571428571,0.04502099229979405,0.24632626147808115,0.24632626147808115
107,56,0.18855172586951072,0.8392857142857143,0.06186138233316672,0.24632626147808115,0.24632626147808115
108,56,0.18323690776166848,0.8035714285714286,0.0405462477273314,0.24632626147808115,0.24632626147808115
109,56,0.1877628440001218,0.8928571428571429,0.06949427292006408,0.24632626147808115,0.24632626147808115
110,56,0.19210745897943296,0.8571428571428571,0.05315665355994588,0.24632626147808115,0.24632626147808115
111,56,0.1940391790470773,0.8571428571428571,0.06796284640449082,0.24632626147808115,0.24632626147808115
112,56,0.19633141173414864,0.875,0.04778899460337073,0.24632626147808115,0.24632626147808115
113,56,0.2079356237680125,0.9464285714285714,0.10646900092994743,0.24632626147808115,0.24632626147808115
114,56,0.20010978333636695,0.875,0.06487739164488952,0.24632626147808115,0.24632626147808115
115,56,0.20308142693576434,0.9107142857142857,0.10820353385463792,0.24632626147808115,0.24632626147808115
116,56,0.19413679334418224,0.8571428571428571,0.059815771867637535,0.24632626147808115,0.24632626147808115
117,56,0.20151194901241182,0.8928571428571429,0.07373206937709807,0.24632626147808115,0.24632626147808115
118,56,0.19062904953032428,0.8392857142857143,0.01657167024404818,0.24632626147808115,0.24632626147808115
119,56,0.20292999100399386,0.9464285714285714,0.11276843454653249,0.24632626147808115,0.24632626147808115
120,56,0.19202881931159116,0.8928571428571429,0.07225016844016297,0.23737772296482565,0.24632626147808115
121,56,0.20142146978247794,0.8928571428571429,0.07501808286349693,0.24632626147808115,0.24632626147808115
122,56,0.19353883501166788,0.875,0.06122111131235343,0.24632626147808115,0.24632626147808115
123,56,0.20594854939574933,0.9464285714285714,0.11724898712926558,0.24632626147808115,0.24632626147808115
124,56,0.20161594098795538,0.9107142857142857,0.08090676206273001,0.24632626147808115,0.24632626147808115
125,56,0.20680444132792966,0.9107142857142857,0.09832207830907178,0.24632626147808115,0.24632626147808115
126,56,0.2037475113263909,0.8928571428571429,0.08520515758480952,0.24632626147808115,0.24632626147808115
127,56,0.20156593190858502,0.8571428571428571,0.06107204280277975,0.24632626147808115,0.24632626147808115
128,56,0.2032233227903351,0.9285714285714286,0.10161028998832407,0.24632626147808115,0.24632626147808115
129,56,0.20726491571347247,0.875,0.07324725548210811,0.24632626147808115,0.24632626147808115
130,56,0.20428589802914407,0.9464285714285714,0.10070479928411971,0.24632626147808115,0.24632626147808115
131,56,0.21892294771059292,0.9642857142857143,0.1395120885497202,0.24632626147808115,0.24632626147808115
132,56,0.2026374990243823,0.9285714285714286,0.11102494219215847,0.24632626147808115,0.24632626147808115
133,56,0.21542472430571782,0.9821428571428571,0.1364659112620702,0.24632626147808115,0.24632626147808115
134,56,0.19830716950940008,0.875,0.05871173782112315,0.24632626147808115,0.24632626147808115
135,56,0.20175217363895254,0.9642857142857143,0.10589285438543308,0.2320971207555428,0.24632626147808115
136,56,0.19461332945919274,0.8571428571428571,0.04066339703223266,0.24632626147808115,0.24632626147808115
137,56,0.21126222156893762,0.9642857142857143,0.11357092939986917,0.24632626147808115,0.24632626147808115
138,56,0.19461117093217034,0.8571428571428571,0.05176931588780992,0.24632626147808115,0.24632626147808115
139,56,0.2172149655836928,0.9464285714285714,0.12017669391709111,0.24632626147808115,0.24632626147808115
140,56,0.19643148687333142,0.8392857142857143,0.03755604955447748,0.24632626147808115,0.24632626147808115
141,56,0.20894730171269485,0.9107142857142857,0.1023652871362778,0.24632626147808115,0.24632626147808115
142,56,0.20722354646146537,0.9285714285714286,0.08802715463866354,0.24632626147808115,0.24632626147808115
143,56,0.19917595931147106,0.8928571428571429,0.07365521162740885,0.24632626147808115,0.24632626147808115
144,56,0.19974977594796073,0.875,0.0631968539484402,0.24632626147808115,0.24632626147808115
145,56,0.21140514203020694,0.9821428571428571,0.11914845275308106,0.24632626147808115,0.24632626147808115
146,56,0.21306136647852444,0.9107142857142857,0.1346310135544367,0.24632626147808115,0.24632626147808115
147,56,0.19908372988146494,0.875,0.060753767090689886,0.24632626147808115,0.24632626147808115
148,56,0.19978214430859279,0.9107142857142857,0.08625499496344793,0.24632626147808115,0.24632626147808115
149,56,0.21647480105097872,0.9464285714285714,0.15337596878180243,0.24632626147808115,0.24632626147808115
150,56,0.21687489274556146,0.9821428571428571,0.11730248503789507,0.24632626147808115,0.24632626147808115
151,56,0.2135764908305347,0.9464285714285714,0.1207458991534162,0.24632626147808115,0.24632626147808115
152,56,0.2176814003199324,0.9107142857142857,0.12799365878911542,0.24632626147808115,0.24632626147808115
153,56,0.2173370105695238,0.9285714285714286,0.10247840119776139,0.24632626147808115,0.24632626147808115
154,56,0.1994286907816507,0.9107142857142857,0.09203086167563901,0.24632626147808115,0.24632626147808115
155,56,0.20033685391760978,0.9107142857142857,0.07886685867118709,0.24632626147808115,0.24632626147808115
156,56,0.18079931050388906,0.8214285714285714,0.03766503333892275,0.23447865301695875,0.24632626147808115
157,56,0.1938315842959019,0.8571428571428571,0.05669721478513637,0.24632626147808115,0.24632626147808115
158,56,0.17755857382853887,0.8392857142857143,0.03168340199521922,0.23576505705951548,0.24632626147808115
159,56,0.19630382080766556,0.9285714285714286,0.09251563824745557,0.23576505705951548,0.24632626147808115
160,56,0.1874886032775531,0.8214285714285714,0.03932826766839377,0.24632626147808115,0.24632626147808115
161,56,0.18747041678632792,0.875,0.061716192246111606,0.23576505705951548,0.24632626147808115
162,56,0.17830275890851535,0.8571428571428571,0.040763450352011135,0.22020008387559392,0.24632626147808115
163,56,0.19596898604915255,0.9107142857142857,0.09455171084701598,0.23576505705951548,0.24632626147808115
164,56,0.19008548154173002,0.8571428571428571,0.05054302827582652,0.2410456592687983,0.24632626147808115
165,56,0.1923096549050119,0.8392857142857143,0.04393390389393591,0.24632626147808115,0.24632626147808115
166,56,0.20198405477548628,0.8571428571428571,0.06364888320250714,0.24632626147808115,0.24632626147808115
167,56,0.1985592201971978,0.875,0.06284540408043132,0.24632626147808115,0.24632626147808115
168,56,0.19582574327104085,0.7857142857142857,0.038637612001704374,0.24632626147808115,0.24632626147808115
169,56,0.20659341601565026,0.9107142857142857,0.10045033079394397,0.24632626147808115,0.24632626147808115
170,56,0.1922930922442751,0.875,0.057153358814156216,0.24632626147808115,0.24632626147808115
171,56,0.200213731651701,0.8571428571428571,0.05580131430811275,0.24632626147808115,0.24632626147808115
172,56,0.1901275487956467,0.8392857142857143,0.04372217396784042,0.2410456592687983,0.24632626147808115
173,56,0.1824800032960651,0.8214285714285714,0.04990548754876489,0.24632626147808115,0.24632626147808115
174,56,0.19872993477725626,0.9285714285714286,0.09339389299598484,0.24632626147808115,0.24632626147808115
175,56,0.19245826280336278,0.8928571428571429,0.061674464543665986,0.24632626147808115,0.24632626147808115
176,56,0.19702393132000942,0.875,0.04375616000881806,0.24632626147808115,0.24632626147808115
177,56,0.20218038809966857,0.9107142857142857,0.09296988533353931,0.24632626147808115,0.24632626147808115
178,56,0.20618815177748395,0.875,0.07377544734678575,0.24632626147808115,0.24632626147808115
179,56,0.19986604906245972,0.8928571428571429,0.07519467120385975,0.24632626147808115,0.24632626147808115
180,56,0.199062745718455,0.9107142857142857,0.08643508767791058,0.24632626147808115,0.24632626147808115
181,56,0.1997877602732969,0.8928571428571429,0.07599358847538268,0.23576505705951548,0.24632626147808115
182,56,0.21424227380699357,0.9464285714285714,0.12558212149071935,0.24632626147808115,0.24632626147808115
183,56,0.21702216695636053,0.9642857142857143,0.13448301987769,0.24632626147808115,0.24632626147808115
184,56,0.211954665856164,0.9285714285714286,0.15016108869754796,0.24632626147808115,0.24632626147808115
185,56,0.21079153209456525,0.9464285714285714,0.11716216094496246,0.24632626147808115,0.24632626147808115
186,56,0.20154545193133971,0.875,0.06319494616051621,0.24632626147808115,0.24632626147808115
187,56,0.20798971161893962,0.9107142857142857,0.09735762564552417,0.24632626147808115,0.24632626147808115
188,56,0.2041878838409696,0.8928571428571429,0.07869646810570449,0.24632626147808115,0.24632626147808115
189,56,0.21013860829888653,0.9285714285714286,0.10137073933049427,0.24632626147808115,0.24632626147808115
190,56,0.1949672763411167,0.8392857142857143,0.03340196020587625,0.24632626147808115,0.24632626147808115
191,56,0.2048081032246865,0.9464285714285714,0.08924425039819972,0.24632626147808115,0.24632626147808115
192,56,0.1926434933755679,0.875,0.062110781299848275,0.24632626147808115,0.24632626147808115
193,56,0.2030098065867631,0.9285714285714286,0.08980149323250633,0.24632626147808115,0.24632626147808115
194,56,0.18753284427491573,0.8035714285714286,0.05162497602214175,0.24632626147808115,0.24632626147808115
195,56,0.20784105680014525,0.9464285714285714,0.08587912527848071,0.24632626147808115,0.24632626147808115
196,56,0.20493208271603816,0.9107142857142857,0.10674767532069904,0.24632626147808115,0.24632626147808115
197,56,0.2118220012605321,0.9285714285714286,0.1200228119395455,0.24632626147808115,0.24632626147808115
198,56,0.20629957796926895,0.9464285714285714,0.10985361193353727,0.24632626147808115,0.24632626147808115
199,56,0.2056838458966729,0.9285714285714286,0.08765637677333338,0.24632626147808115,0.24632626147808115
